,Date,Tweet,User,Location,tweet,time,weekday,Hour,Minute,translated_tweet,tweet_without_stopwords
20,2022-02-16,b'@LeroySane10SZN @roberazziszn @SGE_Lukas bayern mit frankfurt vergleichen \n\n- LeryoSaneNumber10SZNBayernChampionsofEurope',b'ElyasJD9',b'069',"   bayern mit frankfurt vergleichen 

- LeryoSaneNumber10SZNBayernChampionsofEurope",2022-02-16 20:36:04+00:00,2,20,36,"compare bavaria with frankfurt

- LeryoSaneNumber10SZNBayernChampionsofEurope",compare bavaria frankfurt - LeryoSaneNumber10SZNBayernChampionsofEurope
21,2022-02-16,"b'@LeroySane10SZN @ElyasJD9 @SGE_Lukas wo ging hier um Frankfurt? und wenn ligue 1 Farmers League ist, hat Bundesliga nichtmal samen'",b'roberazziszn',b'',"   wo ging hier um Frankfurt? und wenn ligue 1 Farmers League ist, hat Bundesliga nichtmal samen",2022-02-16 20:35:57+00:00,2,20,35,"where went here around Frankfurt? and if ligue 1 is farmers league, federal league doesn't even have seeds","went around Frankfurt? ligue 1 farmers league, federal league even seeds"
22,2022-02-16,b'@LeroySane10SZN @SGE_Lukas @SGE_Lukas du likest die ganze Zeit jemanden sein tweet der gegen dein Verein schie\xc3\x9ft',b'ElyasJD9',b'069',   du likest die ganze Zeit jemanden sein tweet der gegen dein Verein schießt,2022-02-16 20:34:39+00:00,2,20,34,you're always liking someone's tweet who's shooting at your club,always liking someone's tweet who's shooting club
23,2022-02-16,b'@LeroySane10SZN @SGE_Lukas Ihr verliert gerade gegen eine farmers league wir haben gegen die 4:1 gewonnen was redest du \xc3\xbcberhaupt',b'ElyasJD9',b'069',  Ihr verliert gerade gegen eine farmers league wir haben gegen die 4:1 gewonnen was redest du überhaupt,2022-02-16 20:33:25+00:00,2,20,33,You are losing against a farmers league we won against them 4:1 what are you talking about,You losing farmers league 4:1 talking
24,2022-02-16,"b'Gerade die Lage gecheckt, wenn es denn stattfindet 2022 \xf0\x9f\x98\x85:\n\xe2\x9c\x94\xef\xb8\x8fMoses Pelham: 21.05.22\n\xe2\x9c\x94\xef\xb8\x8fFantas \xe2\x80\x9e32\xe2\x80\x9c Jahre: 15.07.22\xe2\x80\xa6 https://t.co/sxABhjhlse'",b'4ttila78',b'Stuttgart West',"Gerade die Lage gecheckt, wenn es denn stattfindet 2022 😅:
✔️Moses Pelham: 21.05.22
✔️Fantas „32“ Jahre: 15.07.22… ",2022-02-16 20:33:17+00:00,2,20,33,"Just checked the situation, if it takes place in 2022 😅:
✔️Moses Pelham: 5/21/22
✔️Fantasy “32” years: 07/15/22…","Just checked situation, takes place 2022 😅: ✔️Moses Pelham: 5/21/22 ✔️Fantasy “32” years: 07/15/22…"
25,2022-02-16,"b'@LeroySane10SZN @ElyasJD9 @SGE_Lukas Wer im glashaus sitzt, soll nicht mit Steinen werfen'",b'roberazziszn',b'',"   Wer im glashaus sitzt, soll nicht mit Steinen werfen",2022-02-16 20:33:15+00:00,2,20,33,People who live in glass houses shouldn't throw stones,People live glass houses throw stones
26,2022-02-16,b'9 von 18 Punkten gegen Ingolstadt und Leipzig.\n\nWichtige Punkte die wir mitnehmen. Hat heute echt Spa\xc3\x9f gemacht. N\xc3\xa4c\xe2\x80\xa6 https://t.co/Hq7XHvu43y',b'ANDY_SGE',"b'Frankfurt am Main, Deutschland'","9 von 18 Punkten gegen Ingolstadt und Leipzig.

Wichtige Punkte die wir mitnehmen. Hat heute echt Spaß gemacht. Näc… ",2022-02-16 20:32:59+00:00,2,20,32,"9 out of 18 points against Ingolstadt and Leipzig.

Important points that we take away. Was really fun today. nigh",9 18 points Ingolstadt Leipzig. Important points take away. Was really fun today. nigh
27,2022-02-16,b'@SGE_Lukas @LeroySane10SZN jonathan david hat letztes Jahr die ligue 1 gewonnen',b'ElyasJD9',b'069',  jonathan david hat letztes Jahr die ligue 1 gewonnen,2022-02-16 20:32:03+00:00,2,20,32,jonathan david won ligue 1 last year,jonathan david ligue 1 last year
28,2022-02-16,b'@SGE_Lukas @LeroySane10SZN FCB_Lukas IMAGINE my shock',b'ElyasJD9',b'069',  FCB IMAGINE my shock,2022-02-16 20:31:30+00:00,2,20,31,FCB IMAGINE my shock,FCB IMAGINE shock
29,2022-02-16,b'Morgen starten unsere @DFB_Frauen in den @ArnoldClarkCup! \xf0\x9f\x87\xa9\xf0\x9f\x87\xaa\xf0\x9f\xa6\x85\n\n\xf0\x9f\x93\xb8: @DFB_Frauen \n\n#SGE #EintrachtFrauen #DFBFrauen https://t.co/zhfYq1c6Wj',b'EintrachtFrauen',b'',"Morgen starten unsere  in den ! 🇩🇪🦅

📸:  

SGE EintrachtFrauen DFBFrauen ",2022-02-16 20:30:00+00:00,2,20,30,"Tomorrow our start in the ! 🇬🇧🦅

📸:

SBU EintrachtFrauen DFBFrauen",Tomorrow start ! 🇬🇧🦅 📸: SBU EintrachtFrauen DFBFrauen
30,2022-02-16,b'@HansThalhoffer Ich halte die Antworten f\xc3\xbcr schwierig: Team Mittelma\xc3\x9f und Team Kampf um EL sind aus meiner Sicht be\xe2\x80\xa6 https://t.co/9wXfLMOm8h',b'SDittl',b'Frankfurt & Usingen', Ich halte die Antworten für schwierig: Team Mittelmaß und Team Kampf um EL sind aus meiner Sicht be… ,2022-02-16 20:27:57+00:00,2,20,27,I think the answers are difficult: Team Mediocrity and Team Battle for EL are the best in my view...,I think answers difficult: Team Mediocrity Team Battle EL best view...
31,2022-02-16,b'@SGE_Lukas Macht schon fun https://t.co/EgtaBlrg1W',b'KubaWieDasLand',"b'Berlin, Deutschland'", Macht schon fun ,2022-02-16 20:21:09+00:00,2,20,21,It's fun,It's fun
32,2022-02-16,"b'@SGE_Gonzo @alex_sge @Saazzles Ja, das meine ich doch. War nicht bei Boosterung sogar irgendwas mit 7 Tage.\n\nEgal,\xe2\x80\xa6 https://t.co/iso5GVuuUG'",b'9zehn100_8und70',b'born 332 ppm',"   Ja, das meine ich doch. War nicht bei Boosterung sogar irgendwas mit 7 Tage.

Egal,… ",2022-02-16 20:14:43+00:00,2,20,14,"Yes, that's what I mean. Wasn't even something with 7 days during boosting.

Does not matter,…","Yes, that's I mean. Wasn't even something 7 days boosting. Does matter,…"
33,2022-02-16,b'@wittfra War schon bei Antritt klar \xf0\x9f\xa4\xb7\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f',b'SGE_Gonzo',b'Franconofurd und Umgebung', War schon bei Antritt klar 🤷🏼‍♂️,2022-02-16 20:14:13+00:00,2,20,14,It was already clear when we started 🤷🏼‍♂️,It already clear started 🤷🏼‍♂️
34,2022-02-16,"b'@alex_sge @9zehn100_8und70 @Saazzles Oder ist nach 10 Tagen automatisch frei, so lange keine Symptome mehr da sind'",b'SGE_Gonzo',b'Franconofurd und Umgebung',"   Oder ist nach 10 Tagen automatisch frei, so lange keine Symptome mehr da sind",2022-02-16 20:13:07+00:00,2,20,13,Or is automatically free after 10 days as long as there are no more symptoms,Or automatically free 10 days long symptoms
35,2022-02-16,b'@9zehn100_8und70 @Saazzles Man kann sich (in Hessen) nach 7 Tagen mit einem PCR- oder Schnelltest freitesten.',b'alex_sge',"b'Frankfurt am Main, Hessen'",  Man kann sich (in Hessen) nach 7 Tagen mit einem PCR- oder Schnelltest freitesten.,2022-02-16 20:09:43+00:00,2,20,9,You can test yourself (in Hesse) after 7 days with a PCR or rapid test.,You test (in Hesse) 7 days PCR rapid test.
36,2022-02-16,"b'Und wieder 2,5 Jahre verschenkt, um die Nachwuchsarbeit am Riederwald konkurrenzf\xc3\xa4hig zu machen. #Eintracht #SGE\xe2\x80\xa6 https://t.co/V1mUKAWiMM'",b'wittfra',"b'Berlin, Deutschland'","Und wieder 2,5 Jahre verschenkt, um die Nachwuchsarbeit am Riederwald konkurrenzfähig zu machen. Eintracht SGE… ",2022-02-16 20:09:26+00:00,2,20,9,And again gave away 2.5 years to make the youth work in Riederwald competitive. Eintracht SGE…,And gave away 2.5 years make youth work Riederwald competitive. Eintracht SGE…
37,2022-02-16,b'@alex_sge @9zehn100_8und70 Jo klar gibt es die. Nur kannst du dir ja nicht aussuchen mit welchen der zig Tests dich\xe2\x80\xa6 https://t.co/0NKYOy5zIq',b'Saazzles',b'N \xce\x9e U L \xce\x9b N D',  Jo klar gibt es die. Nur kannst du dir ja nicht aussuchen mit welchen der zig Tests dich… ,2022-02-16 20:08:27+00:00,2,20,8,"Yes, of course there are. But you can't choose which of the umpteen tests you...","Yes, course are. But can't choose umpteen tests you..."
38,2022-02-16,b'@alex_sge @Saazzles F\xc3\xbcr was muss man sich freitesten lassen? Bleibt man halt so lange in Quarant\xc3\xa4ne. Ist man nicht\xe2\x80\xa6 https://t.co/5Rn0tCgGpj',b'9zehn100_8und70',b'born 332 ppm',  Für was muss man sich freitesten lassen? Bleibt man halt so lange in Quarantäne. Ist man nicht… ,2022-02-16 20:08:19+00:00,2,20,8,What do you need to be cleared for? How long do you stay in quarantine? Isn't one...,What need cleared for? How long stay quarantine? Isn't one...
39,2022-02-16,b'@lvked @markmannn16 @IamTabakYT Die 8\xe2\x82\xac damals waren ok',b'liam_sge',b'',   Die 8€ damals waren ok,2022-02-16 20:07:48+00:00,2,20,7,The 8€ back then were ok,The 8€ back ok
40,2022-02-16,b'@alex_sge @Saazzles Bezahlen w\xc3\xbcrde ich auch never ever. Selbst wenn ich die Kohle habe. 130 \xe2\x82\xac Tacken. No way...',b'9zehn100_8und70',b'born 332 ppm',  Bezahlen würde ich auch never ever. Selbst wenn ich die Kohle habe. 130 € Tacken. No way...,2022-02-16 20:07:04+00:00,2,20,7,I would never pay either. Even if I have the cash. €130 bags. No way...,I would never pay either. Even I cash. €130 bags. No way...
41,2022-02-16,b'@Linuss07 @Wiklas_fanacc @_painell Hm naja red army choir \xc3\xbcberzeugt mich lyrisch deutlich mehr',b'sge_paul',b'069',   Hm naja red army choir überzeugt mich lyrisch deutlich mehr,2022-02-16 20:05:40+00:00,2,20,5,"Well, red army choir convinces me lyrically much more","Well, red army choir convinces lyrically much"
42,2022-02-16,b'@Linuss07 @_painell Meinte es sehr positiv',b'sge_paul',b'069',  Meinte es sehr positiv,2022-02-16 20:05:01+00:00,2,20,5,Meant it very positively,Meant positively
43,2022-02-16,b'@sge_bini Vielleicht hast du Gl\xc3\xbcck \xf0\x9f\x98\x8e\nhttps://t.co/AkOor8SPTH',b'BeateEi',b'Deutschlands S\xc3\xbcden '," Vielleicht hast du Glück 😎
",2022-02-16 20:05:01+00:00,2,20,5,Maybe you're lucky 😎,Maybe lucky 😎
44,2022-02-16,b'@sge_paul Muss man wissen',b'elonmuskssohn',b'', Muss man wissen,2022-02-16 20:04:49+00:00,2,20,4,You have to know,You know
45,2022-02-16,b'@Wiklas_fanacc @_painell Red Army Choir ist aber auch ehrlich gut',b'sge_paul',b'069',  Red Army Choir ist aber auch ehrlich gut,2022-02-16 20:04:38+00:00,2,20,4,But Red Army Choir is also honestly good,But Red Army Choir also honestly good
46,2022-02-16,"b'@Saazzles @9zehn100_8und70 Sorry, aber bevor ich 130\xe2\x82\xac f\xc3\xbcr einen PCR-Test bezahle, dann definitiv ja. Zumal es auch\xe2\x80\xa6 https://t.co/F3qDadccbg'",b'alex_sge',"b'Frankfurt am Main, Hessen'","  Sorry, aber bevor ich 130€ für einen PCR-Test bezahle, dann definitiv ja. Zumal es auch… ",2022-02-16 20:04:19+00:00,2,20,4,"Sorry, but before I pay 130€ for a PCR test, then definitely yes. Especially since it also...","Sorry, I pay 130€ PCR test, definitely yes. Especially since also..."
47,2022-02-16,b'Brasilien und die Niederlande trennen sich 1:1 unentschieden. Let\xc3\xadcia #Santos wurde zur Halbzeit eingewechselt.\xe2\x80\xa6 https://t.co/1w8t7bNk7x',b'EintrachtFrauen',b'',Brasilien und die Niederlande trennen sich 1:1 unentschieden. Letícia Santos wurde zur Halbzeit eingewechselt.… ,2022-02-16 20:03:22+00:00,2,20,3,Brazil and the Netherlands drew 1-1. Letícia Santos came on at half-time.…,Brazil Netherlands drew 1-1. Letícia Santos came half-time.…
48,2022-02-16,b'@Linuss07 @_painell Dein Musik knowledge ist fast so gro\xc3\x9f wie dein d',b'sge_paul',b'069',  Dein Musik knowledge ist fast so groß wie dein d,2022-02-16 20:03:17+00:00,2,20,3,Your music knowledge is almost as big as your d,Your music knowledge almost big
49,2022-02-16,"b'@alex_sge @9zehn100_8und70 H\xc3\xa4tte, ja. Aber vertraust du einem Schnelltest der dir negativ anzeigt und der PCR den d\xe2\x80\xa6 https://t.co/j7kzrnk87D'",b'Saazzles',b'N \xce\x9e U L \xce\x9b N D',"  Hätte, ja. Aber vertraust du einem Schnelltest der dir negativ anzeigt und der PCR den d… ",2022-02-16 20:00:55+00:00,2,20,0,"would have, yes But do you trust a rapid test that shows you negative and the PCR the d ...","would have, yes But trust rapid test shows negative PCR ..."
50,2022-02-16,b'@elonmuskssohn Feminismus ist wenn man den Unterschied zwischen Eisberg- und Kopfsalat kennt',b'sge_paul',b'069', Feminismus ist wenn man den Unterschied zwischen Eisberg- und Kopfsalat kennt,2022-02-16 20:00:49+00:00,2,20,0,Feminism is knowing the difference between iceberg lettuce and lettuce,Feminism knowing difference iceberg lettuce lettuce
51,2022-02-16,b'@Saazzles @alex_sge Aber das muss man doch nicht oder versteh ich da jetzt was falsch?',b'9zehn100_8und70',b'born 332 ppm',  Aber das muss man doch nicht oder versteh ich da jetzt was falsch?,2022-02-16 19:56:24+00:00,2,19,56,"But you don't have to, or am I misunderstanding something?","But to, I misunderstanding something?"
52,2022-02-16,b'@Saazzles @9zehn100_8und70 Ein Schnelltest h\xc3\xa4tte halt gereicht\xe2\x80\xa6',b'alex_sge',"b'Frankfurt am Main, Hessen'",  Ein Schnelltest hätte halt gereicht…,2022-02-16 19:56:11+00:00,2,19,56,A quick test would have sufficed...,A quick test would sufficed...
53,2022-02-16,b'@SammyVfB @AnsgarFanAcc @lukaasxn33 @MakeItAQuote Hab den hs blockiert',b'sge_paul',b'069',    Hab den hs blockiert,2022-02-16 19:54:46+00:00,2,19,54,Have the hs blocked,Have hs blocked
54,2022-02-16,b'@9zehn100_8und70 @alex_sge deshalb ist sie dann zur Sicherheit auch zum freitesten wieder zum PCR und da wollte man dann 130\xe2\x82\xac von ihr haben.',b'Saazzles',b'N \xce\x9e U L \xce\x9b N D',  deshalb ist sie dann zur Sicherheit auch zum freitesten wieder zum PCR und da wollte man dann 130€ von ihr haben.,2022-02-16 19:54:39+00:00,2,19,54,"so to be on the safe side, she went back to the PCR for a free test and they wanted €130 from her.","safe side, went back PCR free test wanted €130 her."
55,2022-02-16,b'@9zehn100_8und70 @alex_sge Vorletzte Woche Freitag ist sie zum Doc. Der hat direkt einen PCR gemacht bei ihren Symp\xe2\x80\xa6 https://t.co/TmGibs0N3c',b'Saazzles',b'N \xce\x9e U L \xce\x9b N D',  Vorletzte Woche Freitag ist sie zum Doc. Der hat direkt einen PCR gemacht bei ihren Symp… ,2022-02-16 19:53:58+00:00,2,19,53,The week before last Friday she is at the doc. He did a PCR directly with her symptoms...,The week last Friday doc. He PCR directly symptoms...
56,2022-02-16,"b'@AnsgarFanAcc @SammyVfB @lukaasxn33 Passiert den besten! Aufstehen, Krone richten, weitergehen. Volle Solidarit\xc3\xa4t mit Cristiano Ronaldo!'",b'sge_paul',b'069',"   Passiert den besten! Aufstehen, Krone richten, weitergehen. Volle Solidarität mit Cristiano Ronaldo!",2022-02-16 19:53:33+00:00,2,19,53,"Happens to the best! Get up, straighten the crown, move on. Full solidarity with Cristiano Ronaldo!","Happens best! Get up, straighten crown, move on. Full solidarity Cristiano Ronaldo!"
57,2022-02-16,b'Das erste Spiel mit Vollauslastung w\xc3\xa4re dann \xe2\x80\x9eausgerechnet\xe2\x80\x9c gegen F\xc3\xbcrth. Ein richtiges Spiel mit aktiver gegnerisch\xe2\x80\xa6 https://t.co/E4efMPFNyi',b'chrisffm84',"b'Frankfurt am Main, Hessen'",Das erste Spiel mit Vollauslastung wäre dann „ausgerechnet“ gegen Fürth. Ein richtiges Spiel mit aktiver gegnerisch… ,2022-02-16 19:49:27+00:00,2,19,49,"The first game with full capacity would then be ""of all things"" against Fürth. A real game with active opposing…","The first game full capacity would ""of things"" Fürth. A real game active opposing…"
58,2022-02-16,"b'@Saazzles @alex_sge Bl\xc3\xb6de Frage, aber warum muss man sich denn f\xc3\xbcr 130 \xe2\x82\xac freitesten?'",b'9zehn100_8und70',b'born 332 ppm',"  Blöde Frage, aber warum muss man sich denn für 130 € freitesten?",2022-02-16 19:48:55+00:00,2,19,48,"Stupid question, but why do you have to test yourself for €130?","Stupid question, test €130?"
59,2022-02-16,"b'@BeateEi Ich h\xc3\xa4tte sehr viel darauf gewettet das es 2019 war. Es war sooooooo hei\xc3\x9f \xf0\x9f\xa5\xb5 aber echt sch\xc3\xb6n, plantschen mi\xe2\x80\xa6 https://t.co/FKrLFDIkSy'",b'sge_bini',b'Rhein-Main-Gebiet'," Ich hätte sehr viel darauf gewettet das es 2019 war. Es war sooooooo heiß 🥵 aber echt schön, plantschen mi… ",2022-02-16 19:46:55+00:00,2,19,46,"I would have bet a lot that it was 2019. It was sooooooo hot 🥵 but really nice, splashing with me...","I would bet lot 2019. It sooooooo hot 🥵 really nice, splashing me..."
60,2022-02-16,b'@sge_bini Ich war gerade selbst neugierig und sicher das es nicht 2019 war  \xf0\x9f\x98\x8a',b'BeateEi',b'Deutschlands S\xc3\xbcden ', Ich war gerade selbst neugierig und sicher das es nicht 2019 war  😊,2022-02-16 19:45:24+00:00,2,19,45,I was just curious myself and sure it wasn't 2019 😊,I curious sure 2019 😊
61,2022-02-16,b'@BeateEi Du bist engagiert. Ich h\xc3\xa4tte geschworen das es 2019 war.',b'sge_bini',b'Rhein-Main-Gebiet', Du bist engagiert. Ich hätte geschworen das es 2019 war.,2022-02-16 19:41:24+00:00,2,19,41,you are engaged I would have sworn it was 2019.,engaged I would sworn 2019.
62,2022-02-16,b'@SGE_Lukas wurde alles restartet?',b'ichliebemantu',b'786', wurde alles restartet?,2022-02-16 19:36:08+00:00,2,19,36,was everything restarted?,everything restarted?
63,2022-02-16,b'@alex_sge W\xc3\xa4re w\xc3\xbcnschenswert wenn uns Omikron langsam verl\xc3\xa4sst. Bin aber noch skeptisch das es tats\xc3\xa4chlich so ist.\xe2\x80\xa6 https://t.co/KT7sSbpNQn',b'Saazzles',b'N \xce\x9e U L \xce\x9b N D', Wäre wünschenswert wenn uns Omikron langsam verlässt. Bin aber noch skeptisch das es tatsächlich so ist.… ,2022-02-16 19:33:14+00:00,2,19,33,It would be desirable if Omikron left us slowly. I'm still skeptical that this is actually the case...,It would desirable Omikron left us slowly. I'm still skeptical actually case...
64,2022-02-16,b'@MuhleMeister @RegineFfm Seit wann...',b'Chris_76_SGE',"b'Waldshut-Tiengen, Deutschland'",  Seit wann...,2022-02-16 19:33:08+00:00,2,19,33,Since when...,Since when...
65,2022-02-16,"b'@alex_sge Als Profi Verein w\xc3\xbcrde ich den Staat verklagen, mindestens auf Ausfall der Einnahme bei Omikron und den zu eifrigen Limitierungen'",b'Lethalsuspect',b'Charming Town'," Als Profi Verein würde ich den Staat verklagen, mindestens auf Ausfall der Einnahme bei Omikron und den zu eifrigen Limitierungen",2022-02-16 19:29:23+00:00,2,19,29,"As a professional club, I would sue the state, at least for the loss of income from Omikron and the overly eager limitations","As professional club, I would sue state, least loss income Omikron overly eager limitations"
66,2022-02-16,"b'@BeateEi Ohhhhhh \xf0\x9f\x98\xae, \xc3\xb6hhhmmm Juli/August 2019 \n\nJa ich bin jetzt halt in nem Alter in dem man was durschnanner wirft \xf0\x9f\x91\xb5\xf0\x9f\x8f\xbb'",b'sge_bini',b'Rhein-Main-Gebiet'," Ohhhhhh 😮, öhhhmmm Juli/August 2019 

Ja ich bin jetzt halt in nem Alter in dem man was durschnanner wirft 👵🏻",2022-02-16 19:28:48+00:00,2,19,28,"Ohhhhh 😮, öhhhmmm July/August 2019

Yes, I'm now at an age where you throw something through 👵🏻","Ohhhhh 😮, öhhhmmm July/August 2019 Yes, I'm age throw something 👵🏻"
67,2022-02-16,b'@Eintrachtesport @ANDY_SGE Da wird ANDY was zu l\xc3\xa4cheln haben heute! https://t.co/cnAd2DOQdx',b'vbl_official',b'Deutschland',  Da wird ANDY was zu lächeln haben heute! ,2022-02-16 19:28:17+00:00,2,19,28,ANDY will have something to smile about today!,ANDY something smile today!
68,2022-02-16,b'@sge_bini Wann warst du bei uns? \xf0\x9f\x98\x8a',b'BeateEi',b'Deutschlands S\xc3\xbcden ', Wann warst du bei uns? 😊,2022-02-16 19:27:20+00:00,2,19,27,when were you with us 😊,us 😊
69,2022-02-16,b'.@ANDY_SGE ein Macher. \xf0\x9f\x91\x8f\n\n#SGEsports | #SGE | #VBLCC https://t.co/xwSnxj7Zfi',b'Eintrachtesport',"b'Frankfurt am Main, Deutschland'",". ein Macher. 👏

SGEsports | SGE | VBLCC ",2022-02-16 19:26:34+00:00,2,19,26,". a maker. 👏

SGEsports | SBU | VBLCC",. maker. 👏 SGEsports | SBU | VBLCC
