,Date,Tweet,User,Location,tweet,time,weekday,Hour,Minute,translated_tweet,tweet_without_stopwords
19,2023-02-08,"b'@iamdardann @sge_94 Ja war auch extrem voll, aber wo waren die Leute gegen Hertha?'",lysander_sge,b'',"  Ja war auch extrem voll, aber wo waren die Leute gegen Hertha?",2023-02-08 19:11:09+00:00,2,19,11,"Yes, it was extremely full, but where were the people against Hertha?","Yes, extremely full, people Hertha?"
20,2023-02-08,b'@lysander_sge @sge_94 war diesmal bissl weiter oben als sonst aber waren zu viel unbekannte Gesichter im 40 wahrsch\xe2\x80\xa6 https://t.co/AHFtxCiD2p',iamdardann,b'Munich ',  war diesmal bissl weiter oben als sonst aber waren zu viel unbekannte Gesichter im 40 wahrsch… ,2023-02-08 19:10:28+00:00,2,19,10,This time it was a bit higher than usual but there were probably too many unknown faces in the 40 ...,This time bit higher usual probably many unknown faces 40 ...
21,2023-02-08,"b'@TorstenHerres \xc3\x84hnlich wie bei einem Gesundheitsminister, der die Gesundheit abschafft. Haben wir bei Bund u L\xc3\xa4nder ja einige.'",Netti_SGE,b''," Ähnlich wie bei einem Gesundheitsminister, der die Gesundheit abschafft. Haben wir bei Bund u Länder ja einige.",2023-02-08 19:10:17+00:00,2,19,10,Similar to a Minister of Health who abolishes health. We have some at the federal and state governments.,Similar Minister Health abolishes health. We federal state governments.
22,2023-02-08,b'@iamdardann @sge_94 Wei\xc3\x9f net wo du standest aber bei mir war recht stabil bis auf einen Typen der kein Bock hatte das Maul aufzumachen',lysander_sge,b'',  Weiß net wo du standest aber bei mir war recht stabil bis auf einen Typen der kein Bock hatte das Maul aufzumachen,2023-02-08 19:09:08+00:00,2,19,9,"Don't know where you were standing, but I was quite stable except for one guy who didn't feel like opening his mouth","Don't know standing, I quite stable except one guy feel like opening mouth"
23,2023-02-08,b'@sge_94 @lysander_sge Gestern war 40 auch nicht viel besser ehrlich \xf0\x9f\x98\x82',iamdardann,b'Munich ',  Gestern war 40 auch nicht viel besser ehrlich 😂,2023-02-08 19:08:30+00:00,2,19,8,Yesterday 40 wasn't much better honestly 😂,Yesterday 40 much better honestly 😂
24,2023-02-08,b'@lysander_sge \xf0\x9f\x98\x82\xf0\x9f\x98\x82 Hauptsache 40',iamdardann,b'Munich ', 😂😂 Hauptsache 40,2023-02-08 19:08:08+00:00,2,19,8,😂😂 The main thing is 40,😂😂 The main thing 40
25,2023-02-08,"b'@taunusabbel @SGE_Papa @devilffm Das ist das! \xf0\x9f\x99\x8f\nDie Gef\xc3\xbchle bleiben, auch wen man die Ursache vergessen hat.'",DonMai79,"b'Biebrich, Wiesbaden'","   Das ist das! 🙏
Die Gefühle bleiben, auch wen man die Ursache vergessen hat.",2023-02-08 19:07:59+00:00,2,19,7,"This is the! 🙏
The feelings remain, even if you have forgotten the cause.","This the! 🙏 The feelings remain, even forgotten cause."
26,2023-02-08,b'@hangithigher365 Gehts euch denn einigerma\xc3\x9fen? Was macht C+?',Netti_SGE,b'', Gehts euch denn einigermaßen? Was macht C+?,2023-02-08 19:07:39+00:00,2,19,7,Are you okay? What does C+ do?,Are okay? What C+ do?
27,2023-02-08,b'@HalloServusGude Du bist \xc3\xbcbrigens nicht der Einzige.\n#Hessen vor ...\n\nUnd #d98 ist nicht #ofc\n\n#SGE #ZuerstDieSGE',EintrachtNeun,b''," Du bist übrigens nicht der Einzige.
Hessen vor ...

Und d98 ist nicht ofc

SGE ZuerstDieSGE",2023-02-08 19:07:15+00:00,2,19,7,"By the way, you're not the only one.
Hesse before ...

And d98 is not ofc

SGE FirstTheSGE","By way, one. Hesse ... And d98 ofc SGE FirstTheSGE"
28,2023-02-08,b'@SGE_Papa @devilffm Eine Einstellung die viel mehr Angeh\xc3\xb6rige haben sollten!',DonMai79,"b'Biebrich, Wiesbaden'",  Eine Einstellung die viel mehr Angehörige haben sollten!,2023-02-08 19:06:46+00:00,2,19,6,An attitude that many more relatives should have!,An attitude many relatives have!
29,2023-02-08,b'Der Spielbericht zum @UEFAYouthLeague  Play-off-Aus der #sgeU19 bei @AZAlkmaar \xf0\x9f\xa6\x85\n\n#SGE \n\nhttps://t.co/nWJUVQK4QE',eintracht_lz,b'Frankfurt am Main',"Der Spielbericht zum   Play-off-Aus der sgeU19 bei  🦅

SGE 

",2023-02-08 19:06:44+00:00,2,19,6,"The game report on the play-off of the sgeU19 at 🦅

SGE",The game report play-off sgeU19 🦅 SGE
30,2023-02-08,"b'@hangithigher365 Mir f\xc3\xa4llt auch auf, dass was auch immer f\xc3\xbcr dramatische Themen maximal 24 h ein oberfl\xc3\xa4chliches Be\xe2\x80\xa6 https://t.co/0IaZY6AXsH'",Netti_SGE,b''," Mir fällt auch auf, dass was auch immer für dramatische Themen maximal 24 h ein oberflächliches Be… ",2023-02-08 19:04:58+00:00,2,19,4,I also notice that whatever dramatic topics are superficial for a maximum of 24 hours…,I also notice whatever dramatic topics superficial maximum 24 hours…
31,2023-02-08,"b'@inside_ffm @HansThalhoffer @schladd3 Ich habe Buta auch als DDC 2.0 abgestempelt und muss ehrlich zugeben, ich lag\xe2\x80\xa6 https://t.co/HW72UR6KGr'",sge_94,b'',"   Ich habe Buta auch als DDC 2.0 abgestempelt und muss ehrlich zugeben, ich lag… ",2023-02-08 19:04:25+00:00,2,19,4,I also stamped Buta as DDC 2.0 and honestly have to admit I was…,I also stamped Buta DDC 2.0 honestly admit I was…
32,2023-02-08,b'Ihr seid wirklich einzigartig \xf0\x9f\xab\xb6\n\n#SGE #AZSGE #UYL https://t.co/sYyOPyOqSN',eintracht_lz,b'Frankfurt am Main',"Ihr seid wirklich einzigartig 🫶

SGE AZSGE UYL ",2023-02-08 19:04:03+00:00,2,19,4,"You are really unique 🫶

SBU AZSGE UYL",You really unique 🫶 SBU AZSGE UYL
33,2023-02-08,b'@SasDin1899 Echt schlimm mittlerweile',lysander_sge,b'', Echt schlimm mittlerweile,2023-02-08 19:01:07+00:00,2,19,1,Really bad now,Really bad
34,2023-02-08,b'@iamdardann Immer 40er 3. Wellenbrecher links\xf0\x9f\x98\x82',lysander_sge,b'', Immer 40er 3. Wellenbrecher links😂,2023-02-08 19:00:54+00:00,2,19,0,Always 40s 3rd breakwater left 😂,Always 40s 3rd breakwater left 😂
35,2023-02-08,b'@paaullSGE Solche wixxer ehrlich sollen mal das Maul aufmachen',lysander_sge,b'', Solche wixxer ehrlich sollen mal das Maul aufmachen,2023-02-08 19:00:33+00:00,2,19,0,"Honestly, such wixxers should open their mouths","Honestly, wixxers open mouths"
36,2023-02-08,"b'@trashpanda069 @tim24572551 @lysander_sge Stimmt, da muss ich dir Recht geben'",paaullSGE,b'Im Herzen von Europa',"   Stimmt, da muss ich dir Recht geben",2023-02-08 19:00:26+00:00,2,19,0,"Right, I have to agree with you there","Right, I agree"
37,2023-02-08,b'Einzelspiele im 1/8 Pokalfinale sind irgendwie unn\xc3\xb6tig. Von 8 Spielen ist nur die H\xc3\xa4lfte f\xc3\xbcr Unbeteiligte \xc3\xbcber Stre\xe2\x80\xa6 https://t.co/pKuB9Vxtev',Erinmund,b'',Einzelspiele im 1/8 Pokalfinale sind irgendwie unnötig. Von 8 Spielen ist nur die Hälfte für Unbeteiligte über Stre… ,2023-02-08 18:58:55+00:00,2,18,58,"Individual games in the 1/8 cup final are somehow unnecessary. Of 8 games, only half are for bystanders via str...","Individual games 1/8 cup final somehow unnecessary. Of 8 games, half bystanders via str..."
38,2023-02-08,b'@paaullSGE @tim24572551 @lysander_sge Davon wirds auch nicht besser. Wir waren weiter vorne am Trennzaun und haben\xe2\x80\xa6 https://t.co/l1NiYQtvs6',trashpanda069,"b'Frankfurt, Hesse'",   Davon wirds auch nicht besser. Wir waren weiter vorne am Trennzaun und haben… ,2023-02-08 18:58:54+00:00,2,18,58,It doesn't get any better than that. We were further ahead at the separation fence and we…,It get better that. We ahead separation fence we…
39,2023-02-08,b'@lysander_sge Wer chillt auch im 42 \xf0\x9f\xa4\xa3',iamdardann,b'Munich ', Wer chillt auch im 42 🤣,2023-02-08 18:56:55+00:00,2,18,56,Who chills at 42 🤣,Who chills 42 🤣
40,2023-02-08,"b'@SGE_Papa @devilffm An den Streit einnert er sich nicht, aber diese innere Unruhe/Wut ist da und er wei\xc3\x9f nicht warum.'",taunusabbel,"b'Frankfurt am Main, Deutschland'","  An den Streit einnert er sich nicht, aber diese innere Unruhe/Wut ist da und er weiß nicht warum.",2023-02-08 18:56:02+00:00,2,18,56,"He doesn't remember the argument, but this inner restlessness/anger is there and he doesn't know why.","He remember argument, inner restlessness/anger know why."
41,2023-02-08,b'Peter #Fischer ist ein geiler Typ. #SGE',fabian_future,b'',Peter Fischer ist ein geiler Typ. SGE,2023-02-08 18:54:14+00:00,2,18,54,Peter Fischer is a horny guy. SGE,Peter Fischer horny guy. SGE
42,2023-02-08,b'Klatsche in Alkmaar besiegelt Youth League-Aus\n#sge #sge4ever #tomkrasel https://t.co/FHcB34wA1L',sge_bot,b'',"Klatsche in Alkmaar besiegelt Youth League-Aus
sge sge4ever tomkrasel ",2023-02-08 18:54:13+00:00,2,18,54,"Clap in Alkmaar sealed Youth League-Aus
sge sge4ever tomkrasel",Clap Alkmaar sealed Youth League-Aus sge sge4ever tomkrasel
43,2023-02-08,"b'@Metalkruemel @Eintracht War echt \xc3\xa4tzend. Abgesehen von dem Gequetsche hat es mich eher angepisst, dass ich echt ka\xe2\x80\xa6 https://t.co/rGPShrWRdX'",SGE_Melli,b'im sch\xc3\xb6nen Taunus ',"  War echt ätzend. Abgesehen von dem Gequetsche hat es mich eher angepisst, dass ich echt ka… ",2023-02-08 18:53:51+00:00,2,18,53,"Was really annoying. Aside from the squeezing, I was more pissed off that I really can…","Was really annoying. Aside squeezing, I pissed I really can…"
44,2023-02-08,b'Ein gebrauchter Tag f\xc3\xbcr die U19 der #SGE.\n\nhttps://t.co/iJwZoYLBok',SGE4EVERde,"b'Frankfurt am Main, Deutschland'","Ein gebrauchter Tag für die U19 der SGE.

",2023-02-08 18:52:33+00:00,2,18,52,A used day for the U19 of the SBU.,A used day U19 SBU.
45,2023-02-08,b'@SGE_HesseBub @GerhardtGG Das ist ein Fan account...',Krey_CSM,"b'Mailand, Lombardei'",  Das ist ein Fan account...,2023-02-08 18:52:32+00:00,2,18,52,This is a fan account...,This fan account...
46,2023-02-08,b'Unsere Reise in der @UEFAYouthLeague endet in den Play-offs. Dennoch k\xc3\xb6nnen unsere Jungs erhobenen Hauptes auf eine\xe2\x80\xa6 https://t.co/3E2EIswPbo',eintracht_lz,b'Frankfurt am Main',Unsere Reise in der  endet in den Play-offs. Dennoch können unsere Jungs erhobenen Hauptes auf eine… ,2023-02-08 18:50:21+00:00,2,18,50,"Our journey in the ends in the playoffs. Nevertheless, our boys can look forward to a…","Our journey ends playoffs. Nevertheless, boys look forward a…"
47,2023-02-08,b'@SGE_Melli @Eintracht Bei uns auch unangenehmes Gequetsche. \xc3\x9cber die B\xc3\xa4ndchen brauche mer gar net redde.',Metalkruemel,b'Im Herzen von Europa',  Bei uns auch unangenehmes Gequetsche. Über die Bändchen brauche mer gar net redde.,2023-02-08 18:49:40+00:00,2,18,49,With us also unpleasant squeezing. We don't even need to talk about the ribbons.,With us also unpleasant squeezing. We even need talk ribbons.
48,2023-02-08,b'@taunusabbel @devilffm Er wei\xc3\x9f es doch einen Moment sp\xc3\xa4ter eh nicht mehr. Also wieso Stressen. \xc3\x84ndert genau nix. Ha\xe2\x80\xa6 https://t.co/cgAJ5o3rxk',SGE_Papa,b'Deutschland',  Er weiß es doch einen Moment später eh nicht mehr. Also wieso Stressen. Ändert genau nix. Ha… ,2023-02-08 18:48:21+00:00,2,18,48,After a moment he doesn't know anymore anyway. So why stress. Changes exactly nothing. Ha…,After moment know anymore anyway. So stress. Changes exactly nothing. Ha…
49,2023-02-08,b'@MalteVfL1900 @EduardoSGE Nein ubd nochmal nein. Da hast du was vollkommen falsch verstanden. Jemanden psychisch zu\xe2\x80\xa6 https://t.co/AO5E638bXr',sge_ge,b'',  Nein ubd nochmal nein. Da hast du was vollkommen falsch verstanden. Jemanden psychisch zu… ,2023-02-08 18:48:09+00:00,2,18,48,No and no again. You completely misunderstood something there. psychologically to someone,No again. You completely misunderstood something there. psychologically someone
50,2023-02-08,b'@lysander_sge Und die Leute die bock haben und nur f\xc3\xbcr den Verein im Stadion sind kommen nicht rein!',SasDin1899,b'', Und die Leute die bock haben und nur für den Verein im Stadion sind kommen nicht rein!,2023-02-08 18:47:58+00:00,2,18,47,And the people who are up for it and are only in the stadium for the club don't come in!,And people stadium club come in!
51,2023-02-08,b'Elfmeter f\xc3\xbcr AZ.\n___\n\xe2\x8f\xb0 89. | #SGE | #UYL #AZSGE 4:0',eintracht_lz,b'Frankfurt am Main',"Elfmeter für AZ.

⏰ 89. | SGE | UYL AZSGE 4:0",2023-02-08 18:45:15+00:00,2,18,45,"Penalty for AZ.

⏰ 89. | SBU | UYL AZSGE 4-0",Penalty AZ. ⏰ 89. | SBU | UYL AZSGE 4-0
52,2023-02-08,b'An dieser Stelle ein herzliches Dankesch\xc3\xb6n an alle mitgereisten Eintracht-Fans! \xe2\x9d\xa4\xef\xb8\x8f Danke f\xc3\xbcr euren Support \xf0\x9f\xab\xb6\n\n#SGE\xe2\x80\xa6 https://t.co/a7vM3xJcqz',eintracht_lz,b'Frankfurt am Main',"An dieser Stelle ein herzliches Dankeschön an alle mitgereisten Eintracht-Fans! ❤️ Danke für euren Support 🫶

SGE… ",2023-02-08 18:44:02+00:00,2,18,44,"At this point, a big thank you to all the Eintracht fans who traveled with us! ❤️ Thank you for your support 🫶

SGE…","At point, big thank Eintracht fans traveled us! ❤️ Thank support 🫶 SGE…"
53,2023-02-08,"b'@taunusabbel @SGE_Papa Diskutieren tats\xc3\xa4chlich sinnlos. Bin einmal zu ihm, und sagte ihm, es solle mal duschen gehe\xe2\x80\xa6 https://t.co/RRieX3BCK6'",devilffm,b'Frankfurt',"  Diskutieren tatsächlich sinnlos. Bin einmal zu ihm, und sagte ihm, es solle mal duschen gehe… ",2023-02-08 18:43:00+00:00,2,18,43,Actually pointless to discuss. I went to him once and told him to take a shower...,Actually pointless discuss. I went told take shower...
54,2023-02-08,b'@Nik_Staiger ja SGE. Bin nicht so intensiv dran an dem Club schaue aber auch gern die lange Heimspiel-Sendung vom H\xe2\x80\xa6 https://t.co/1BemiTyZf4',hannes_hhs,b'S\xc3\xbcdbaden', ja SGE. Bin nicht so intensiv dran an dem Club schaue aber auch gern die lange Heimspiel-Sendung vom H… ,2023-02-08 18:42:45+00:00,2,18,42,"yes SGE. I'm not that intensely involved with the club, but I also like to watch the long home game show from H...","yes SGE. I'm intensely involved club, I also like watch long home game show H..."
55,2023-02-08,b'@SGE_Elias wahrscheinlich \xf0\x9f\x98\xad\xf0\x9f\x98\x84',sgestrala,"b'Frankfurt am Main, Deutschland'", wahrscheinlich 😭😄,2023-02-08 18:42:26+00:00,2,18,42,probably 😭😄,probably 😭😄
56,2023-02-08,b'Nochmal ein Wechsel aus Eintracht-Sicht: Daniel Starodid kommt f\xc3\xbcr Anas Alaoui.\n___\n\xe2\x8f\xb0 84. | #SGE | #UYL #AZSGE 4:0',eintracht_lz,b'Frankfurt am Main',"Nochmal ein Wechsel aus Eintracht-Sicht: Daniel Starodid kommt für Anas Alaoui.

⏰ 84. | SGE | UYL AZSGE 4:0",2023-02-08 18:41:38+00:00,2,18,41,"Another change from Eintracht's point of view: Daniel Starodid replaces Anas Alaoui.

⏰ 84. | SBU | UYL AZSGE 4-0",Another change Eintracht's point view: Daniel Starodid replaces Anas Alaoui. ⏰ 84. | SBU | UYL AZSGE 4-0
57,2023-02-08,"b'@SGE_Papa Ja, kann ich f\xc3\xbchlen. War sehr dicke mit meinem Opa, hat einem das  Herz zerbrochen.'",devilffm,b'Frankfurt'," Ja, kann ich fühlen. War sehr dicke mit meinem Opa, hat einem das  Herz zerbrochen.",2023-02-08 18:40:16+00:00,2,18,40,"yes i can feel Was very close with my grandpa, broke my heart.","yes feel Was close grandpa, broke heart."
58,2023-02-08,"b'@SGE_Papa @devilffm Das Beste was Du machen kannst. Streiten bzw. diskutieren macht keinen Sinn, es regt ihn nur au\xe2\x80\xa6 https://t.co/IMLjxiibsq'",taunusabbel,"b'Frankfurt am Main, Deutschland'","  Das Beste was Du machen kannst. Streiten bzw. diskutieren macht keinen Sinn, es regt ihn nur au… ",2023-02-08 18:40:16+00:00,2,18,40,"The best you can do. Arguing or discussing makes no sense, it just upsets him...","The best do. Arguing discussing makes sense, upsets him..."
59,2023-02-08,b'@EAFussball Keiner wird von mir gew\xc3\xa4hlt so ein skandal das silva anstatt kolo muani dabei ist',Lukas_SGE_,b'', Keiner wird von mir gewählt so ein skandal das silva anstatt kolo muani dabei ist,2023-02-08 18:40:01+00:00,2,18,40,No one is elected by me such a scandal that silva instead of kolo muani is there,No one elected scandal silva instead kolo muani
60,2023-02-08,b'@timtimmsen @FROSTA_DE Alles nat\xc3\xbcrlich und gesund. Quelle: glaub mir Bruda',SGE_Papa,b'Deutschland',  Alles natürlich und gesund. Quelle: glaub mir Bruda,2023-02-08 18:39:33+00:00,2,18,39,All natural and healthy. Source: believe me bruda,All natural healthy. Source: believe bruda
61,2023-02-08,"b'@devilffm Ja, isso. Eine richtig dumme Sau. \nEs ist halt wahnsinnig schmerzhaft den eigenen Vater so dem Verfall au\xe2\x80\xa6 https://t.co/vlGdgV4u6P'",SGE_Papa,b'Deutschland'," Ja, isso. Eine richtig dumme Sau. 
Es ist halt wahnsinnig schmerzhaft den eigenen Vater so dem Verfall au… ",2023-02-08 18:36:35+00:00,2,18,36,"Yes, that's how it is. A really stupid pig.
It's just incredibly painful to see your own father so decaying.","Yes, that's is. A really stupid pig. It's incredibly painful see father decaying."
62,2023-02-08,"b'Abschuss Mladenovic, aber zu wenig Druck hinterm Ball.\n___\n\xe2\x8f\xb0 79. | #SGE | #UYL #AZSGE 4:0'",eintracht_lz,b'Frankfurt am Main',"Abschuss Mladenovic, aber zu wenig Druck hinterm Ball.

⏰ 79. | SGE | UYL AZSGE 4:0",2023-02-08 18:35:29+00:00,2,18,35,"Shot of Mladenovic, but too little pressure behind the ball.

⏰ 79. | SBU | UYL AZSGE 4-0","Shot Mladenovic, little pressure behind ball. ⏰ 79. | SBU | UYL AZSGE 4-0"
63,2023-02-08,b'@lysander_sge Jo....und meiner einer holt sich \xc3\xbcberteuerte VIP-Zelt Tickets um \xc3\xbcberhaupt dabei sein zu k\xc3\xb6nnen und m\xe2\x80\xa6 https://t.co/mIMlaiSkKE',GastornisSGE,b'Eltville am Rhein ', Jo....und meiner einer holt sich überteuerte VIP-Zelt Tickets um überhaupt dabei sein zu können und m… ,2023-02-08 18:34:33+00:00,2,18,34,Jo .... and one of mine gets overpriced VIP tent tickets to even be able to be there and m...,Jo .... one mine gets overpriced VIP tent tickets even able m...
